종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"227560","TIGER 200 생활소비재","12670","170","1.36","12645.83","12605","12670","12525","3132","39491380","4561200000","0","360000","코스피 200 생활소비재","1297.00","9.95","0.77"
"139250","TIGER 200 에너지화학","15235","270","1.80","15169.99","14890","15235","14780","101107","1525709296","26813600000","0","1760000","코스피 200 에너지/화학","1506.81","20.10","1.35"
"139230","TIGER 200 중공업","16215","315","1.98","16213.24","16050","16215","15995","2090909","33711085143","487747200000","0","30080000","코스피 200 중공업","1549.83","29.95","1.97"
"139240","TIGER 200 철강소재","14050","345","2.52","14044.31","13890","14060","13670","69195","960711470","7306000000","0","520000","코스피 200 철강/소재","1385.40","28.37","2.09"
"227540","TIGER 200 헬스케어","23300","-250","-1.06","23292.06","23510","23510","23165","35218","819446506","37746000000","0","1620000","코스피 200 헬스케어","2452.73","-30.15","-1.21"
"243880","TIGER 200IT레버리지","131520","3310","2.58","131692.83","126250","132650","126000","22848","2946439246","85488000000","0","650000","코스피 200 정보기술","6813.63","72.40","1.07"
"310960","TIGER 200TR","41830","645","1.57","41785.88","41065","41945","41035","33420","1385258189","196601000000","0","4700000","코스피 200 TR","939.69","12.27","1.32"
"252000","TIGER 200동일가중","17610","145","0.83","17660.27","17540","17665","17460","1980","34726157","3522000000","0","200000","코스피 200 동일가중지수","3361.73","37.58","1.13"
"267770","TIGER 200선물레버리지","50250","1395","2.86","50272.78","48500","50625","48470","294803","14515651746","140700000000","0","2800000","코스피 200 선물지수","3521.96","45.78","1.32"
"252710","TIGER 200선물인버스2X","466","-13","-2.71","465.54","483","484","462","17992780","8498759219","52518200000","0","112700000","코스피 200 선물지수","3521.96","45.78","1.32"
"243890","TIGER 200에너지화학레버리지","7925","255","3.32","7923.65","7680","7935","7565","36552","284106908","5745625000","0","725000","코스피 200 에너지/화학","1506.81","20.10","1.35"
"315270","TIGER 200커뮤니케이션서비스","21865","220","1.02","21859.52","21655","21955","21480","7364","160205010","5684900000","0","260000","코스피 200 커뮤니케이션서비스","2184.23","20.73","0.96"
"289480","TIGER 200커버드콜","9960","15","0.15","9986.81","9945","9980","9945","28844","287307469","22908000000","0","2300000","코스피 200 커버드콜 ATM 지수","1576.64","0.62","0.04"
"166400","TIGER 200커버드콜OTM","18515","115","0.63","18520.47","18400","18515","18325","2022","37286243","9257500000","0","500000","코스피 200 커버드콜 5% OTM","526.74","2.42","0.46"
"0104N0","TIGER 200타겟위클리커버드콜","14500","210","1.47","14484.99","14275","14525","14225","214781","3088515540","82650000000","0","5700000","코스피 200 타겟 7% 위클리 커버드콜 지수","2398.68","30.45","1.29"
"0001S0","TIGER 26-04 회사채(A+이상)액티브","51020","-5","-0.01","51019.71","51025","51050","51015","20761","1059389427","189488280000","0","3714000","KIS 회사채 2604만기형 지수","109.48","0.00","0.00"
"480260","TIGER 27-04회사채(A+이상)액티브","53255","-20","-0.04","53269.37","53275","53295","53245","35597","1896241328","507094110000","0","9522000","KIS 회사채2704만기형 지수 (총수익 지수)","120.21","0.00","0.00"
"0094K0","TIGER 28-04 회사채(A+이상)액티브","99395","-80","-0.08","99419.75","99445","99490","99375","13029","1295142112","243517750000","0","2450000","KIS 회사채 2804만기형 지수(총수익)","110.22","0.00","0.00"
"364980","TIGER 2차전지TOP10","9565","365","3.97","9536.17","9200","9565","9150","4809962","45051838005","534683500000","0","55900000","KRX 2차전지 TOP 10 지수","3333.95","104.45","3.23"
"412570","TIGER 2차전지TOP10레버리지","1443","97","7.21","1443.40","1338","1445","1314","9591198","13197166140","147258150000","0","102050000","KRX 2차전지 TOP 10 지수","3333.95","104.45","3.23"
"462010","TIGER 2차전지소재Fn","5600","210","3.90","5621.62","5385","5620","5355","6816674","37348013881","705600000000","0","126000000","FnGuide 2차전지소재 (Price Return) 지수","1919.84","74.17","4.02"
"305540","TIGER 2차전지테마","18430","695","3.92","18468.14","17735","18485","17595","1414595","25450780577","1175834000000","0","63800000","WISE 2차전지 테마 지수","6913.75","263.00","3.95"
"471760","TIGER AI반도체핵심공정","13575","-145","-1.06","13599.51","13585","13675","13475","504907","6856891030","103848750000","0","7650000","iSelect AI반도체핵심공정지수","2839.95","-25.68","-0.90"
"365040","TIGER AI코리아그로스액티브","24790","315","1.29","24770.71","24465","24835","24360","24331","599652518","42143000000","0","1700000","코스피","4908.19","67.45","1.39"
"364960","TIGER BBIG","7305","-50","-0.68","7340.10","7315","7345","7250","138074","1007787390","123454500000","0","16900000","KRX BBIG 지수","2037.16","-1.64","-0.08"
"412560","TIGER BBIG레버리지","2525","-25","-0.98","2520.54","2570","2570","2480","5137","12898565","2146250000","0","850000","KRX BBIG 지수","2036.40","-2.40","-0.12"
"475630","TIGER CD1년금리액티브(합성)","1056860","60","0.01","1056862.79","1056860","1056865","1056860","26853","28379900890","1659587258000","0","1570300","KIS CD 1Y 총수익지수","12121.27","0.90","0.01"
"357870","TIGER CD금리투자KIS(합성)","56985","5","0.01","56984.17","56980","56985","56980","307038","17495833460","4835177250000","0","84850000","KIS CD Index(총수익)","12491.16","1.83","0.01"
"499660","TIGER CD금리플러스액티브(합성)","1001585","65","0.01","1001587.89","1001585","1001590","1001585","9011","9025302193","412052069000","0","411400","KIS CD+CPI연동금리 월분배 지수","12009.74","0.91","0.01"
"400970","TIGER Fn메타버스","7945","90","1.15","7972.17","7850","7975","7820","95598","757164959","71505000000","0","9000000","FnGuide 메타버스테마 지수","1691.96","16.61","0.99"
"377990","TIGER Fn신재생에너지","19670","215","1.11","19719.88","19520","19765","19455","131671","2585406899","78680000000","0","4000000","FnGuide 신재생에너지 지수","3743.46","39.52","1.07"
"417630","TIGER KEDI혁신기업ESG30","15950","100","0.63","16009.05","15830","16020","15830","12544","199390475","18342500000","0","1150000","KEDI 혁신기업ESG30 지수(시장가격 지수)","3994.20","31.18","0.79"
"449170","TIGER KOFR금리액티브(합성)","109995","10","0.01","109991.71","109990","109995","109990","82383","9061478500","2579712735000","0","23453000","KOFR 지수","1178.32","0.25","0.02"
"292160","TIGER KRX300","32895","385","1.18","32888.93","32510","32955","32375","7940","258907862","16447500000","0","500000","KRX 300","3196.47","41.25","1.31"
"0072R0","TIGER KRX금현물","14855","190","1.30","14836.50","14805","14900","14805","1754045","26056800328","1169088500000","0","78700000","KRX 금현물지수","5192.52","67.45","1.32"
"404540","TIGER KRX기후변화솔루션","19290","565","3.02","19333.78","18725","19315","18725","7167","137635940","6751500000","0","350000","KRX 기후변화 솔루션지수","3678.20","99.99","2.79"
"228820","TIGER KTOP30","13530","160","1.20","13557.23","13330","13575","13285","62616","841138219","8794500000","0","650000","KTOP 30","13606.29","224.97","1.68"
"300610","TIGER K게임","6410","-20","-0.31","6411.48","6415","6425","6365","36735","234786149","17307000000","0","2700000","WISE K게임 테마 지수","523.99","-0.91","-0.17"
"463250","TIGER K방산&우주","40730","1000","2.52","40684.51","40325","41280","39930","1661807","67626869631","448030000000","0","11000000","iSelect K방산&우주","6043.72","150.72","2.56"
"138530","TIGER LG그룹+펀더멘털","9150","205","2.29","9132.03","8945","9150","8895","223279","2015864280","14640000000","0","1600000","MKF LG그룹+ FW","9227.25","168.54","1.86"
"445910","TIGER MKF배당귀족","18475","240","1.32","18491.36","18235","18505","18235","12468","230139567","12932500000","0","700000","MKF 배당귀족 지수(시장가격지수)","1885.56","21.88","1.17"
"289260","TIGER MSCI KOREA ESG리더스","18130","45","0.25","18126.37","18055","18180","17890","1066","19214705","14141400000","0","780000","MSCI Korea Country ESG Leaders Capped Index","2617.04","14.25","0.55"
"289250","TIGER MSCI KOREA ESG유니버설","21055","125","0.60","21040.46","20880","21080","20730","1524","31888610","13896300000","0","660000","MSCI Korea ESG Universal Index","2941.28","24.22","0.83"
"310970","TIGER MSCI Korea TR","31380","355","1.14","31358.44","30910","31430","30800","27673","860253672","3611838000000","0","115100000","MSCI Korea TR Index","3160.33","43.64","1.40"
"269370","TIGER S&P글로벌인프라(합성)","17695","220","1.26","17694.44","17475","17705","17475","2625","46364905","12386500000","0","700000","S&P Global Infrastructure Index","3581.92","0.00","0.00"
"248270","TIGER S&P글로벌헬스케어(합성)","26815","-260","-0.96","26698.92","27395","27445","26760","16822","451786604","31641700000","0","1180000","S&P Global 1200 Health Care Index","5547.61","2.64","0.05"
"0025N0","TIGER TDF2045","11665","-95","-0.81","11708.75","11755","11755","11635","1035709","12082949310","533673750000","0","45750000","S&P 500 and Korea Target Date 2045 (KRW) PR 지수","494.36","0.00","0.00"
"453950","TIGER TSMC파운드리밸류체인","27275","195","0.72","26967.70","27080","27310","26170","46751","1263451540","30002500000","0","1100000","FactSet TSMC 파운드리 밸류체인 지수(시장가격지수)","602.44","6.92","1.16"
"364990","TIGER 게임TOP10","5245","-5","-0.10","5230.05","5210","5250","5180","437400","2279466462","59530750000","0","11350000","KRX 게임 TOP 10 지수","648.12","-1.45","-0.22"
"139280","TIGER 경기방어","13010","-25","-0.19","13030.57","13025","13085","12885","27224","353248160","62187800000","0","4780000","코스피 200 경기방어소비재","1290.87","1.15","0.09"
"237440","TIGER 경기방어채권혼합","10300","15","0.15","10304.23","10280","10320","10260","12781","131687593","8240000000","0","800000","경기방어소비재 채권혼합 지수","1628.33","-1.25","-0.08"
"319640","TIGER 골드선물(H)","28415","420","1.50","27897.10","28410","28455","28300","65373","1856606739","140654250000","0","4950000","S&P GSCI Gold Index(TR)","2255.76","0.00","0.00"
"160580","TIGER 구리실물","16130","20","0.12","15988.31","16115","16215","16050","813798","13134525838","163316250000","0","10125000","S&P GSCI Cash Copper Index","296.86","0.00","0.00"
"451530","TIGER 국고채30년스트립액티브","49955","-690","-1.36","49957.20","50500","50600","49955","49257","2481070504","121390650000","0","2430000","KIS STRIP 30Y Index(총수익지수)","9452.08","-141.47","-1.47"
"114820","TIGER 국채3년","104805","-140","-0.13","104787.52","104900","104965","104775","6993","733307867","107005905000","0","1021000","KTB INDEX(시장가격)","10273.04","-15.27","-0.15"
"275980","TIGER 글로벌4차산업혁신기술(합성 H)","21215","-195","-0.91","21585.98","21410","21440","21140","18590","394758757","69585200000","0","3280000","Morningstar Exponential Technologies Equal Weighted Select PR USD","3745.39","-2.28","-0.06"
"464310","TIGER 글로벌AI&로보틱스 INDXX","15815","-215","-1.34","16042.91","16005","16005","15270","182578","2886091774","132846000000","0","8400000","Indxx Global Robotics & Artificial Intelligence Thematic Index(PR)","6036.89","0.00","0.00"
"418670","TIGER 글로벌AI사이버보안","13245","-290","-2.14","13382.82","13395","13395","13240","78031","1036230064","34966800000","0","2640000","Indxx Cybersecurity 지수 (PR)","2044.44","0.00","0.00"
"466950","TIGER 글로벌AI액티브","24645","-115","-0.46","24995.29","24760","24760","24505","169505","4173501301","387912300000","0","15740000","Indxx Artificial Intelligence and Big Data 지수(PR)","7880.62","0.00","0.00"
"491010","TIGER 글로벌AI전력인프라액티브","21090","-140","-0.66","21304.14","21230","21230","20985","271445","5721001438","418003800000","0","19820000","Mirae Asset AI Infrastructure 지수(PR)","4139.86","0.00","0.00"
"412770","TIGER 글로벌AI플랫폼액티브","13295","-305","-2.24","13543.71","13595","13595","13210","40325","535133602","119256150000","0","8970000","Indxx Global Metaverse Index (Price Return)","4237.49","-5.40","-0.13"
"394670","TIGER 글로벌리튬&2차전지SOLACTIVE(합성)","11295","-65","-0.57","11431.45","11360","11360","11080","228457","2566082806","310386600000","0","27480000","Solactive Global Lithium 지수(PR)","1653.13","0.00","0.00"
"440340","TIGER 글로벌멀티에셋TIF액티브","12305","-25","-0.20","12312.64","12360","12360","12245","43063","530273970","17842250000","0","1450000","INDXX 멀티에셋인컴 지수(시장가격 지수)","1171.29","0.00","0.00"
"476690","TIGER 글로벌비만치료제TOP2Plus","11240","245","2.23","11322.68","11200","11325","11200","127107","1430441683","62382000000","0","5550000","Indxx Global Obesity Treatment Top 2 Plus 지수 (시장가격)","2778.01","1.20","0.04"
"480310","TIGER 글로벌온디바이스AI","13790","-275","-1.96","14001.04","14065","14065","13770","26585","367034237","55160000000","0","4000000","Mirae Asset Global On-Device AI 지수 (PR)","4838.64","0.00","0.00"
"387270","TIGER 글로벌이노베이션액티브","21400","-335","-1.54","21678.26","21735","21735","21385","5491","117597035","25680000000","0","1200000","NASDAQ 100","25529.26","0.00","0.00"
"276000","TIGER 글로벌자원생산기업(합성 H)","18505","90","0.49","18615.90","18440","18655","18315","1270","23415475","15729250000","0","850000","MorningStar Global Upstream Resources Index(PR)","5037.61","6.96","0.14"
"394660","TIGER 글로벌자율주행&전기차SOLACTIVE","15950","50","0.31","15980.91","16045","16045","15755","30582","486635458","237974000000","0","14920000","Solactive Autonomous & Electric Vehicles 지수(PR)","2165.05","0.00","0.00"
"371450","TIGER 글로벌클라우드컴퓨팅INDXX","11205","-250","-2.18","11355.50","11295","11300","11185","32776","367981642","24202800000","0","2160000","Indxx Global Cloud Computing Index(PR)","5493.86","0.00","0.00"
"464930","TIGER 글로벌혁신블루칩TOP10","20245","-5","-0.02","20446.67","20250","20310","20050","22049","446561142","148800750000","0","7350000","Mirae Asset Global Innovative Bluechip Top 10 Index(PR)","7016.00","0.00","0.00"
"139320","TIGER 금은선물(H)","20895","325","1.58","20396.61","20855","20935","20810","135384","2824755000","39700500000","0","1900000","S&P GSCI Precious Metals Index(TR)","5335.19","0.00","0.00"
"137610","TIGER 농산물선물Enhanced(H)","4985","40","0.81","4990.29","4945","4985","4940","33772","167875699","12462500000","0","2500000","S&P GSCI Agriculture Enhanced Index(ER)","66.89","0.00","0.00"
"182490","TIGER 단기선진하이일드(합성 H)","13840","50","0.36","13822.22","13770","13845","13770","561","7749780","8304000000","0","600000","Markit iBoxx USD Liquid High Yield 0-5 year 지수","80.99","0.00","0.00"
"272580","TIGER 단기채권액티브","56160","0","0.00","56172.20","56160","56165","56155","23939","1344378035","755801280000","0","13458000","KIS MSB 6M PLUS 지수","13502.56","0.00","0.00"
"157450","TIGER 단기통안채","110935","5","0.00","110927.80","110920","110935","110920","48347","5363176776","1028922125000","0","9275000","KIS MSB 6M(총수익)","13355.05","0.15","0.00"
"105010","TIGER 라틴35","6185","20","0.32","6176.71","6175","6190","6155","6671","41220130","8040500000","0","1300000","BNY Latin America 35 ADR","2912.18","0.00","0.00"
"123320","TIGER 레버리지","65460","1810","2.84","65464.12","63370","65950","63130","194006","12527221585","170196000000","0","2600000","코스피 200","713.96","9.32","1.32"
"174350","TIGER 로우볼","18045","80","0.45","18003.89","17965","18045","17875","900","16150205","5052600000","0","280000","FnGuide Low Vol 지수","18576.39","19.73","0.11"
"329200","TIGER 리츠부동산인프라","4530","15","0.33","4539.18","4525","4540","4515","4359814","19733771902","1129102500000","0","249250000","FnGuide 리츠부동산인프라","1818.81","8.00","0.44"
"0086C0","TIGER 리츠부동산인프라10채권혼합액티브","10235","25","0.24","10267.42","10400","10400","10210","46547","476309801","15352500000","0","1500000","KEDI 리츠부동산인프라TOP10채권혼합지수 (Price Return)","979.13","3.14","0.32"
"0086B0","TIGER 리츠부동산인프라TOP10액티브","10535","45","0.43","10560.49","10505","10540","10470","111808","1175067001","105350000000","0","10000000","KEDI 리츠부동산인프라TOP10지수 (Price Return)","823.73","5.25","0.64"
"341850","TIGER 리츠부동산인프라채권","4920","10","0.20","4932.67","4935","4935","4905","8223","40518847","9840000000","0","2000000","KIS 리츠부동산인프라채권PR 지수","41202.73","99.74","0.24"
"0043B0","TIGER 머니마켓액티브","101460","10","0.01","101452.82","101455","101460","101455","105902","10744559269","3933807120000","0","38772000","KIS-미래에셋 MMF지수","117.78","0.00","0.00"
"147970","TIGER 모멘텀","59300","480","0.82","59323.32","58695","59440","58695","6056","358949650","28464000000","0","480000","FnGuide 모멘텀 지수","60883.68","444.90","0.74"
"458250","TIGER 미국30년국채스트립액티브(합성 H)","37675","-705","-1.84","38269.94","37910","37960","37625","270323","10209966899","763747600000","0","20272000","ICE BofA Long US Treasury Principal STRIPS Index","411.85","0.00","0.00"
"476550","TIGER 미국30년국채커버드콜액티브(H)","7625","-60","-0.78","7661.62","7650","7650","7625","1726667","13186358115","1257362500000","0","164900000","KEDI 미국채30년 위클리 커버드콜30 지수(Total Return)","1003.32","0.00","0.00"
"0142D0","TIGER 미국AI데이터센터TOP4Plus","10995","565","5.42","10888.60","10700","11255","10700","563991","6164239959","58823250000","0","5350000","Akros U.S. AI Data Center TOP4 Plus 지수(PR)","12299.76","0.00","0.00"
"491830","TIGER 미국AI반도체팹리스","14955","-195","-1.29","15097.20","15070","15070","14920","45214","676797790","29162250000","0","1950000","Mirae Asset US AI Fabless 지수(PR)","13338.85","0.00","0.00"
"490090","TIGER 미국AI빅테크10","15080","-235","-1.53","15243.21","15145","15145","15065","238343","3598228022","235248000000","0","15600000","KEDI 미국AI빅테크10 지수(PR)","10887.24","0.00","0.00"
"493810","TIGER 미국AI빅테크10타겟데일리커버드콜","11990","-170","-1.40","12107.01","12040","12040","11980","364442","4373428682","291357000000","0","24300000","KEDI 미국AI빅테크10+15%데일리프리미엄 지수(TR)","10207.18","0.00","0.00"
"0102A0","TIGER 미국AI소프트웨어TOP4Plus","9800","-365","-3.59","9897.36","9865","10145","9790","461157","4530392400","107800000000","0","11000000","Akros U.S. AI Software TOP4 Plus 지수 (Price Return)","9419.39","0.00","0.00"
"0123G0","TIGER 미국AI전력SMR","8580","-90","-1.04","8659.63","8605","8675","8565","1103402","9490046785","203346000000","0","23700000","Akros U.S. AI Electricity SMR Index 지수(PR)","8690.88","0.00","0.00"
"182480","TIGER 미국MSCI리츠(합성 H)","12810","65","0.51","12900.65","12760","12905","12755","31259","400890217","165249000000","0","12900000","MSCI US REIT Index","1349.26","0.00","0.00"
"360750","TIGER 미국S&P500","25300","-205","-0.80","25421.69","25505","25510","25195","7622293","192540994695","14056680000000","0","555600000","S&P 500","6940.01","0.00","0.00"
"448290","TIGER 미국S&P500(H)","16195","-170","-1.04","16314.99","16270","16270","16170","211424","3422842463","448601500000","0","27700000","S&P 500","6940.01","0.00","0.00"
"488500","TIGER 미국S&P500동일가중","12365","-155","-1.24","12416.62","12370","12380","12300","114672","1416092555","121177000000","0","9800000","S&P 500 Equal Weight Index(PR)","8061.06","0.00","0.00"
"225040","TIGER 미국S&P500레버리지(합성 H)","56450","-1375","-2.38","57421.54","57500","57500","56360","19805","1118774845","65482000000","0","1160000","S&P 500","6940.01","0.00","0.00"
"429000","TIGER 미국S&P500배당귀족","13615","-205","-1.48","13673.71","13820","13950","13585","131141","1788179672","130023250000","0","9550000","S&P 500 Dividend Aristocrats 지수 (Price Return)","1943.08","0.00","0.00"
"143850","TIGER 미국S&P500선물(H)","70925","-830","-1.16","71496.87","71070","71075","70845","5203","369028238","102841250000","0","1450000","S&P 500 Futures Index(ER)","564.13","0.00","0.00"
"225030","TIGER 미국S&P500선물인버스(H)","2485","20","0.81","2469.92","2480","2495","2480","23555","58604880","6461000000","0","2600000","S&P 500 Futures Total Return Index","1047.40","0.00","0.00"
"482730","TIGER 미국S&P500타겟데일리커버드콜","12080","-75","-0.62","12109.18","12155","12155","12010","650178","7839010610","468704000000","0","38800000","S&P500 10% Daily Premium Covered Call Index(TR)","351.05","0.00","0.00"
"133690","TIGER 미국나스닥100","165380","-2310","-1.38","166927.72","167690","167695","164910","676472","111807337315","7698439000000","0","46550000","NASDAQ 100","25529.26","0.00","0.00"
"448300","TIGER 미국나스닥100(H)","19975","-285","-1.41","20166.83","20260","20260","19930","134331","2682341874","312608750000","0","15650000","NASDAQ 100","25529.26","0.00","0.00"
"483240","TIGER 미국나스닥100ETF선물","12690","-130","-1.01","12681.80","12730","12735","12545","7030","89218269","25380000000","0","2000000","KRX 나스닥 100 ETF 선물지수","2020.77","-28.95","-1.41"
"418660","TIGER 미국나스닥100레버리지(합성)","35190","-1175","-3.23","36028.18","35385","36000","35095","583529","20583833434","283279500000","0","8050000","NASDAQ 100","25529.26","0.00","0.00"
"435420","TIGER 미국나스닥100채권혼합Fn","13735","-20","-0.15","13703.57","13755","13885","13660","243243","3341567017","298736250000","0","21750000","FnGuide 나스닥100 채권혼합 지수(총수익 지수)","1981.07","-3.91","-0.20"
"441680","TIGER 미국나스닥100커버드콜(합성)","11240","-85","-0.75","11352.11","11325","11325","11215","245735","2760542558","391714000000","0","34850000","Cboe Nasdaq-100 BuyWrite V2 지수 (Total Return)","1225.05","0.00","0.00"
"486290","TIGER 미국나스닥100타겟데일리커버드콜","10790","-85","-0.78","10822.44","10830","10830","10715","2001322","21495322380","1051485500000","0","97450000","NASDAQ 100 Daily Covered Call Target Premium 15% 지수(TR)","407.59","0.00","0.00"
"429010","TIGER 미국나스닥넥스트100","17920","-365","-2.00","18194.08","18060","18065","17920","1749","31470545","8960000000","0","500000","Nasdaq Next Generation 100 지수 (Price Return)","1584.73","0.00","0.00"
"203780","TIGER 미국나스닥바이오","30710","-315","-1.02","30904.24","30700","30710","30550","59916","1835428200","108713400000","0","3540000","NASDAQ Biotechnology 지수(시장가격지수)","5759.39","0.00","0.00"
"245340","TIGER 미국다우존스30","35235","-360","-1.01","35452.01","35485","35485","35145","26794","944172264","138825900000","0","3940000","Dow Jones Industrial Average","49359.33","0.00","0.00"
"456610","TIGER 미국달러SOFR금리액티브(합성)","62520","5","0.01","62534.12","62525","62600","62415","28758","1798186390","578935200000","0","9260000","Solactive SOFR Daily Total Return Index","1228.46","0.00","0.00"
"329750","TIGER 미국달러단기채권액티브","13645","-5","-0.04","13650.31","13650","13680","13635","274084","3742312967","492038700000","0","36060000","KIS U.S. TREASURY BOND 0-1Y 지수(총수익)","157.12","0.00","0.00"
"261110","TIGER 미국달러선물레버리지","17840","35","0.20","17872.34","17850","17910","17825","992","17702255","12488000000","0","700000","미국달러선물지수","1641.13","0.00","0.00"
"261120","TIGER 미국달러선물인버스2X","4760","-10","-0.21","4778.46","4770","4780","4755","4675","22277776","27608000000","0","5800000","미국달러선물지수","1641.13","0.00","0.00"
"494840","TIGER 미국방산TOP10","15150","195","1.30","15064.23","15155","15835","15000","435195","6613951524","49237500000","0","3250000","Mirae Asset US Defense Top 10 Index(PR)","2243.60","0.00","0.00"
"458730","TIGER 미국배당다우존스","13535","-135","-0.99","13564.30","13595","13620","13510","2594206","35109212990","2476228250000","0","182950000","Dow Jones U.S. Dividend 100 Price Return Index","6120.57","0.00","0.00"
"0008S0","TIGER 미국배당다우존스타겟데일리커버드콜","9495","-80","-0.84","9529.83","9545","9550","9480","242410","2303372099","169011000000","0","17800000","Dow Jones U.S. Dividend 100 10% Daily Premium Covered Call 지수","264.59","0.00","0.00"
"458750","TIGER 미국배당다우존스타겟커버드콜1호","11970","-105","-0.87","12025.48","12055","12055","11950","30931","370772169","65236500000","0","5450000","DowJones U.S. Dividend 100 3% Premium Covered Call 지수 (TR)","696.99","0.00","0.00"
"458760","TIGER 미국배당다우존스타겟커버드콜2호","10420","-85","-0.81","10467.48","10495","10500","10385","571539","5949661416","860692000000","0","82600000","DowJones U.S. Dividend 100 7% Premium Covered Call 지수 (TR)","568.02","0.00","0.00"
"0015K0","TIGER 미국소비트렌드액티브","8390","-155","-1.81","8495.23","8425","8425","8370","1108","9303699","7383200000","0","880000","Mirae Asset US Consumer Trend 지수 (PR)","1856.56","0.00","0.00"
"305080","TIGER 미국채10년선물","13355","-55","-0.41","13358.80","13390","13390","13335","148662","1985985771","247067500000","0","18500000","S&P 10-Year U.S. Treasury Note Futures(ER)","189.14","0.00","0.00"
"0046A0","TIGER 미국초단기(3개월이하)국채","10220","5","0.05","10216.04","10215","10230","10200","1039586","10621943462","407471400000","0","39870000","ICE 0-3 Month US Treasury Securities 지수","118.75","0.00","0.00"
"465670","TIGER 미국캐시카우100","14935","-305","-2.00","15012.24","14990","14990","14875","5296","78994873","12694750000","0","850000","Global X U.S. Cash Flow Kings 100 Index(PR)","2771.79","0.00","0.00"
"381170","TIGER 미국테크TOP10 INDXX","30395","-540","-1.75","30750.11","30530","30530","30365","1218721","37069821524","4101805250000","0","134950000","Indxx US Tech Top 10 Index","8973.53","0.00","0.00"
"472160","TIGER 미국테크TOP10 INDXX(H)","17625","-295","-1.65","17814.70","17700","17700","17595","245480","4326415503","313725000000","0","17800000","Indxx US Tech Top 10 Index","8973.53","0.00","0.00"
"472170","TIGER 미국테크TOP10채권혼합","13810","-135","-0.97","13904.11","13890","13890","13810","451842","6257698535","356988500000","0","25850000","FnGuide 미국테크TOP10 채권혼합지수","2736.55","-6.09","-0.22"
"474220","TIGER 미국테크TOP10타겟커버드콜","15730","-175","-1.10","15854.99","15795","15800","15710","378168","5955199890","540325500000","0","34350000","Bloomberg U.S. Tech Top10+10% Premium Covered Call Index","8471.08","0.00","0.00"
"458260","TIGER 미국투자등급회사채액티브(H)","48690","-210","-0.43","48751.98","48755","48775","48660","36586","1782290120","295353540000","0","6066000","iBoxx USD Liquid Investment Grade Index(Price Return)","98.37","0.00","0.00"
"497570","TIGER 미국필라델피아AI반도체나스닥","17060","-160","-0.93","17223.84","17095","17177","17020","1249875","21318901792","946830000000","0","55500000","PHLX US AI Semiconductor 지수 (PR)","1811.95","0.00","0.00"
"381180","TIGER 미국필라델피아반도체나스닥","30380","-330","-1.07","30687.29","30415","30500","30332","1251463","38046450490","3657752000000","0","120400000","PHLX Semiconductor Sector Index","7927.41","0.00","0.00"
"423920","TIGER 미국필라델피아반도체레버리지(합성)","50435","-1020","-1.98","51515.44","50585","50950","50350","96287","4863025629","409027850000","0","8110000","PHLX Semiconductor Sector Index","7927.41","0.00","0.00"
"228810","TIGER 미디어컨텐츠","5760","80","1.41","5761.39","5670","5760","5615","619105","3536017737","147398400000","0","25590000","WISE 미디어컨텐츠 지수","2935.61","48.12","1.67"
"364970","TIGER 바이오TOP10","9415","-170","-1.77","9400.00","9510","9515","9380","2047921","19302135834","308341250000","0","32750000","KRX 바이오 TOP 10 지수","2863.09","-59.98","-2.05"
"091230","TIGER 반도체","75880","495","0.66","76056.43","75155","76245","74635","326033","24636843383","569100000000","0","7500000","KRX 반도체","7569.56","50.60","0.67"
"396500","TIGER 반도체TOP10","24205","105","0.44","24233.92","23895","24350","23810","15396987","372225810260","3757826250000","0","155250000","FnGuide 반도체TOP10 지수","6261.02","32.49","0.52"
"488080","TIGER 반도체TOP10레버리지","25405","245","0.97","25478.58","24685","25695","24685","3021398","76337824034","443317250000","0","17450000","FnGuide 반도체TOP10 지수","6256.86","28.33","0.45"
"211560","TIGER 배당성장","29835","540","1.84","29810.07","29295","29845","29285","40797","1207458300","66233700000","0","2220000","코스피 배당성장 50","5954.03","85.14","1.45"
"472150","TIGER 배당커버드콜액티브","15740","230","1.48","15708.06","15510","15755","15450","1578403","24554194358","297013800000","0","18870000","코스피 200 커버드콜 5% OTM","526.74","2.42","0.46"
"138520","TIGER 삼성그룹펀더멘털","21690","140","0.65","21713.44","21375","21790","21320","58043","1251334269","60298200000","0","2780000","MKF SAMs FW","25511.88","169.38","0.67"
"157490","TIGER 소프트웨어","9625","5","0.05","9634.18","9620","9660","9560","523212","5029889213","186340000000","0","19360000","FnGuide 소프트웨어 지수","4991.72","-7.13","-0.14"
"0000D0","TIGER 엔비디아미국채커버드콜밸런스(합성)","10165","-90","-0.88","10161.93","10255","10255","10115","107566","1092191895","60481750000","0","5950000","KEDI 엔비디아미국채30년타겟커버드콜혼합지수(TR)","1069.82","0.00","0.00"
"228800","TIGER 여행레저","3380","10","0.30","3372.04","3395","3395","3340","555430","1866536208","101704200000","0","30090000","WISE 여행레저 지수","1671.17","-7.00","-0.42"
