표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수,,,,,,corp_code
KR7357250000,357250,미래에셋맵스리츠보통주,미래에셋맵스리츠,Miraeasset Maps REIT 1,2020-08-05,KOSPI,부동산투자회사,,보통주,1000,24995105,,357250,357250,357250,357250,357250
KR7085620003,85620,미래에셋생명보험보통주,미래에셋생명,"MIRAE ASSET Life Insurance CO., Ltd.",2015-07-08,KOSPI,주권,,보통주,5000,177016189,,85620,85620,85620,085620,085620
KR7006801005,6805,미래에셋증권1우선주,미래에셋증권우,MIRAE ASSET SECURITIES(1P),1989-04-08,KOSPI,주권,,구형우선주,5000,14075750,,6805,6805,6805,006805,006805
KR700680K019,00680K,미래에셋증권2우선주(신형),미래에셋증권2우B,MIRAE ASSET SECURITIES(2PB),2018-03-14,KOSPI,주권,,신형우선주,5000,136678482,,00680K,,0,000000,
KR7006800007,6800,미래에셋증권보통주,미래에셋증권,MIRAE ASSET SECURITIES,1975-09-30,KOSPI,주권,,보통주,5000,567085734,,6800,6800,6800,006800,006800
KR7081660003,81660,미스토홀딩스보통주,미스토홀딩스,Misto Holdings Corporation,2010-09-28,KOSPI,주권,,보통주,1000,60095839,,81660,81660,81660,081660,081660
KR7002840007,2840,미원상사보통주,미원상사,MiwonCommercial,1989-09-25,KOSPI,주권,,보통주,500,4750000,,2840,2840,2840,002840,002840
KR7268280005,268280,미원스페셜티케미칼보통주,미원에스씨,Miwon Specialty Chemical,2017-05-22,KOSPI,주권,,보통주,500,5000000,,268280,268280,268280,268280,268280
KR7107590002,107590,미원홀딩스 보통주,미원홀딩스,"Miwon Holdings Co.,Ltd.",2009-03-02,KOSPI,주권,,보통주,500,2320000,,107590,107590,107590,107590,107590
KR7134380005,134380,미원화학보통주,미원화학,Miwon Chemicals,2011-02-15,KOSPI,주권,,보통주,1000,2199268,,134380,134380,134380,134380,134380
KR7003650009,3650,미창석유공업보통주,미창석유,MichangOilInd,1989-09-27,KOSPI,주권,,보통주,5000,1739672,,3650,3650,3650,003650,003650
KR7377740006,377740,바이오노트보통주,바이오노트,BioNote,2022-12-22,KOSPI,주권,,보통주,500,102056048,,377740,377740,377740,377740,377740
KR7003610003,3610,방림보통주,방림,Pangrim,1989-05-30,KOSPI,주권,,보통주,500,40202158,,3610,3610,3610,003610,003610
KR7035150002,35150,백산보통주,백산,Baiksan,1999-08-11,KOSPI,주권,,보통주,500,20558867,,35150,35150,35150,035150,035150
KR7002410009,2410,범양건영보통주,범양건영,BUMYANG CONSTRUCTION,1988-05-25,KOSPI,주권,,보통주,1000,27479820,,2410,2410,2410,002410,002410
KR7007210008,7210,벽산보통주,벽산,Byuksan,1972-01-04,KOSPI,주권,,보통주,500,66860000,,7210,7210,7210,007210,007210
KR7002760007,2760,보락보통주,보락,Bolak,1989-11-30,KOSPI,주권,,보통주,200,59900000,,2760,2760,2760,002760,002760
KR7003850005,3850,보령보통주,보령,Boryung,1988-10-24,KOSPI,주권,,보통주,500,85787207,,3850,3850,3850,003850,003850
KR7000890004,890,보해양조보통주,보해양조,BohaeBrewery,1988-09-23,KOSPI,주권,,보통주,500,138120129,,890,890,890,000890,000890
KR7003000007,3000,부광약품보통주,부광약품,BukwangPharmaceutical,1988-08-05,KOSPI,주권,,보통주,500,98664671,,3000,3000,3000,003000,003000
KR7001271006,1275,부국증권1우선주,부국증권우,BookookSecurities(1P),1989-11-10,KOSPI,주권,,구형우선주,5000,3000000,,1275,1275,1275,001275,001275
KR7001270008,1270,부국증권보통주,부국증권,BookookSecurities,1988-07-19,KOSPI,주권,,보통주,5000,10369886,,1270,1270,1270,001270,001270
KR7026940007,26940,부국철강 보통주,부국철강,Bookook Steel,2008-10-14,KOSPI,주권,,보통주,500,20000000,,26940,26940,26940,026940,026940
KR7011390002,11390,부산산업보통주,부산산업,BusanIndustrial,1990-09-14,KOSPI,주권,,보통주,5000,1056000,,11390,11390,11390,011390,011390
KR7005030002,5030,부산주공보통주,부산주공,PusanCastIron,1975-12-26,KOSPI,주권,,보통주,500,78782988,,5030,5030,5030,005030,005030
KR7006740005,6740,블루산업개발 보통주,블루산업개발,Blue Industrial Development,1996-07-03,KOSPI,주권,,보통주,500,56975588,,6740,6740,6740,006740,006740
KR7002070001,2070,비비안보통주,비비안,VIVIEN CORPORATION,1976-07-13,KOSPI,주권,,보통주,500,45196077,,2070,2070,2070,002070,002070
KR7100220003,100220,비상교육 보통주,비상교육,VISANG EDUCATION INC,2008-06-30,KOSPI,주권,,보통주,500,12996741,,100220,100220,100220,100220,100220
KR7090460007,90460,비에이치보통주,비에이치,BH,2023-06-20,KOSPI,주권,,보통주,500,33711538,,90460,90460,90460,090460,090460
KR7005180005,5180,빙그레보통주,빙그레,Binggrae,1978-08-31,KOSPI,주권,,보통주,5000,9555703,,5180,5180,5180,005180,005180
KR7003960002,3960,사조대림보통주,사조대림,SAJODAERIM,1976-09-16,KOSPI,주권,,보통주,5000,9164467,,3960,3960,3960,003960,003960
KR7008040008,8040,사조동아원보통주,사조동아원,SAJODONGAONE,1989-06-24,KOSPI,주권,,보통주,500,141144600,,8040,8040,8040,008040,008040
KR7007160005,7160,사조산업보통주,사조산업,SajoIndustries,1989-07-25,KOSPI,주권,,보통주,5000,5000000,,7160,7160,7160,007160,007160
KR7014710008,14710,사조씨푸드보통주,사조씨푸드,SAJOSEAFOOD,2012-06-29,KOSPI,주권,,보통주,1000,17218543,,14710,14710,14710,014710,014710
KR7006090005,6090,사조오양보통주,사조오양,OYANG,1986-12-24,KOSPI,주권,,보통주,5000,9422739,,6090,6090,6090,006090,006090
KR7062040001,62040,산일전기보통주,산일전기,SANIL ELECTRIC,2024-07-29,KOSPI,주권,,보통주,500,30445200,,62040,62040,62040,062040,062040
KR7001470004,1470,삼부토건보통주,삼부토건,SambuEngineering&Construction,1976-06-26,KOSPI,주권,,보통주,1000,229681824,,1470,1470,1470,001470,001470
KR7028050003,28050,삼성E&A보통주,삼성E&A,SamsungE&A,1996-12-24,KOSPI,주권,,보통주,5000,196000000,,28050,28050,28050,028050,028050
KR7448730002,448730,삼성FN리츠보통주,삼성FN리츠,SamsungFN REIT,2023-04-10,KOSPI,부동산투자회사,,보통주,500,91050000,,448730,448730,448730,448730,448730
KR7006401004,6405,삼성SDI1우선주,삼성SDI우,SAMSUNG SDI(1P),1989-11-24,KOSPI,주권,,구형우선주,5000,1617896,,6405,6405,6405,006405,006405
KR7006400006,6400,삼성SDI보통주,삼성SDI,"SAMSUNG SDI CO.,LTD.",1979-02-27,KOSPI,주권,,보통주,5000,80585530,,6400,6400,6400,006400,006400
KR7006660005,6660,삼성공조보통주,삼성공조,"SamsungClimateControlCo.,Ltd",1987-11-28,KOSPI,주권,,보통주,500,8126314,,6660,6660,6660,006660,006660
KR702826K016,02826K,삼성물산1우선주(신형),삼성물산우B,SAMSUNG C&T CORPORATION(1PB),2015-09-15,KOSPI,주권,,종류주권,100,1467590,,02826K,,0,000000,
KR7028260008,28260,삼성물산보통주,삼성물산,SAMSUNG C&T CORPORATION,2014-12-18,KOSPI,주권,,보통주,100,169976544,,28260,28260,28260,028260,028260
KR7207940008,207940,삼성바이오로직스보통주,삼성바이오로직스,SAMSUNG BIOLOGICS,2016-11-10,KOSPI,주권,,보통주,2500,46290951,,207940,207940,207940,207940,207940
KR7032830002,32830,삼성생명보험보통주,삼성생명,Samsung Life Insurance,2010-05-12,KOSPI,주권,,보통주,500,200000000,,32830,32830,32830,032830,032830
KR7018260000,18260,삼성에스디에스보통주,삼성에스디에스,"SAMSUNG SDS CO., LTD.",2014-11-14,KOSPI,주권,,보통주,500,77377800,,18260,18260,18260,018260,018260
KR70126Z0002,0126Z0,삼성에피스홀딩스보통주,삼성에피스홀딩스,SAMSUNG EPIS HOLDINGS,2025-11-24,KOSPI,주권,,보통주,2500,24883049,,0126Z0,,0,000000,
KR7009151002,9155,삼성전기1우선주,삼성전기우,SamsungElectroMechanics(1P),1989-10-10,KOSPI,주권,,구형우선주,5000,2906984,,9155,9155,9155,009155,009155
KR7009150004,9150,삼성전기보통주,삼성전기,SamsungElectroMechanics,1979-02-27,KOSPI,주권,,보통주,5000,74693696,,9150,9150,9150,009150,009150
KR7005931001,5935,삼성전자1우선주,삼성전자우,SamsungElectronics(1P),1989-09-25,KOSPI,주권,,구형우선주,100,815974664,,5935,5935,5935,005935,005935
KR7005930003,5930,삼성전자보통주,삼성전자,SamsungElectronics,1975-06-11,KOSPI,주권,,보통주,100,5919637922,,5930,5930,5930,005930,005930
KR7001360007,1360,삼성제약,삼성제약,SAMSUNG PHARMACEUTICAL,1975-07-04,KOSPI,주권,,보통주,500,94162079,,1360,1360,1360,001360,001360
KR7010140002,10140,삼성중공업보통주,삼성중공업,SamsungHeavyIndustries,1994-01-28,KOSPI,주권,,보통주,1000,880000000,,10140,10140,10140,010140,010140
KR7016360000,16360,삼성증권보통주,삼성증권,SamsungSecurities,1988-03-28,KOSPI,주권,,보통주,5000,89300000,,16360,16360,16360,016360,016360
KR7068290006,68290,삼성출판사보통주,삼성출판사,SAMSUNG PUBLISHING,2002-08-05,KOSPI,주권,,보통주,500,10000000,,68290,68290,68290,068290,068290
KR7029780004,29780,삼성카드 보통주,삼성카드,"SAMSUNG CARD CO., LTD.",2007-06-27,KOSPI,주권,,보통주,5000,115858891,,29780,29780,29780,029780,029780
KR7000811000,815,삼성화재해상보험1우선주,삼성화재우,SamsungFire&MarineInsurance(1P),1990-04-10,KOSPI,주권,,구형우선주,500,3099510,,815,815,815,000815,000815
KR7000810002,810,삼성화재해상보험보통주,삼성화재,SamsungFire&MarineInsurance,1975-06-30,KOSPI,주권,,보통주,500,46011155,,810,810,810,000810,000810
KR7006110001,6110,삼아알미늄보통주,삼아알미늄,SamaAluminium,1980-12-05,KOSPI,주권,,보통주,500,14711916,,6110,6110,6110,006110,006110
KR70120G0001,0120G0,삼양바이오팜보통주,삼양바이오팜,SAMYANG BIOPHARM CORPORATION,2025-11-24,KOSPI,주권,,보통주,500,7435870,,0120G0,,0,000000,
KR7145991006,145995,삼양사1우선주,삼양사우,Samyang Corporation(1P),2011-12-05,KOSPI,주권,,구형우선주,5000,370070,,145995,145995,145995,145995,145995
KR7145990008,145990,삼양사보통주,삼양사,Samyang Corporation,2011-12-05,KOSPI,주권,,보통주,5000,10313449,,145990,145990,145990,145990,145990
KR7003230000,3230,삼양식품보통주,삼양식품,SamyangFoods,1975-06-30,KOSPI,주권,,보통주,5000,7533015,,3230,3230,3230,003230,003230
KR7002170009,2170,삼양통상보통주,삼양통상,SamyangTongsang,1989-11-10,KOSPI,주권,,보통주,5000,3000000,,2170,2170,2170,002170,002170
KR7272550005,272550,삼양패키징보통주,삼양패키징,SAMYANG PACKAGING,2017-11-29,KOSPI,주권,,보통주,5000,15068406,,272550,272550,272550,272550,272550
KR7000070003,70,삼양홀딩스보통주,삼양홀딩스,SAMYANGHOLDINGS,1968-12-27,KOSPI,주권,,보통주,5000,7763191,,70,70,70,000070,000070
KR7002810000,2810,삼영무역보통주,삼영무역,SamyungTrading,1988-03-28,KOSPI,주권,,보통주,500,18466948,,2810,2810,2810,002810,002810
KR7003720000,3720,삼영보통주,삼영,SAMYOUNG,1976-06-30,KOSPI,주권,,보통주,500,34000000,,3720,3720,3720,003720,003720
KR7005680004,5680,삼영전자공업보통주,삼영전자,SamyoungElectronics,1976-12-28,KOSPI,주권,,보통주,500,20000000,,5680,5680,5680,005680,005680
KR7023000003,23000,삼원강재 보통주,삼원강재,"SAMWONSTEEL Co., Ltd.",2011-07-22,KOSPI,주권,,보통주,500,40000000,,23000,23000,23000,023000,023000
KR7004380002,4380,삼익THK보통주,삼익THK,SAMICK THK,1989-09-26,KOSPI,주권,,보통주,500,20700000,,4380,4380,4380,004380,004380
KR7002450005,2450,삼익악기보통주,삼익악기,SamickMusicalInstruments,1988-09-30,KOSPI,주권,,보통주,500,90530915,,2450,2450,2450,002450,002450
KR7004440004,4440,삼일씨엔에스보통주,삼일씨엔에스,SAMIL C&S,2016-03-30,KOSPI,주권,,보통주,1000,12731947,,4440,4440,4440,004440,004440
KR7000520007,520,삼일제약보통주,삼일제약,SamilPharmaceutical,1985-05-29,KOSPI,주권,,보통주,500,21691811,,520,520,520,000520,000520
KR7009770009,9770,삼정펄프 보통주,삼정펄프,"SAM JUNG PULP CO,.LTD.",2006-10-17,KOSPI,주권,,보통주,5000,2499971,,9770,9770,9770,009770,009770
KR7005500004,5500,삼진제약보통주,삼진제약,SamjinPharmaceutical,1988-06-18,KOSPI,주권,,보통주,1000,13320000,,5500,5500,5500,005500,005500
KR7004690004,4690,삼천리보통주,삼천리,Samchully,1976-12-23,KOSPI,주권,,보통주,5000,4055025,,4690,4690,4690,004690,004690
KR7010960003,10960,삼호개발 보통주,삼호개발,"Samho Development Co., Ltd.",2005-05-12,KOSPI,주권,,보통주,500,24120000,,10960,10960,10960,010960,010960
KR7004450003,4450,삼화왕관보통주,삼화왕관,SamhwaCrown&Closure,1976-05-28,KOSPI,주권,,보통주,5000,2154379,,4450,4450,4450,004450,004450
KR7009470006,9470,삼화전기보통주,삼화전기,SamwhaElectric,1986-11-24,KOSPI,주권,,보통주,1000,6613820,,9470,9470,9470,009470,009470
KR7011230000,11230,삼화전자공업보통주,삼화전자,SamwhaElectronics,1987-05-25,KOSPI,주권,,보통주,1000,19165785,,11230,11230,11230,011230,011230
KR7001820000,1820,삼화콘덴서공업보통주,삼화콘덴서,SamwhaCapacitor,1976-06-26,KOSPI,주권,,보통주,1000,10395000,,1820,1820,1820,001820,001820
KR7000390005,390,삼화페인트공업보통주,삼화페인트,SamhwaPaintIndustrial,1993-09-10,KOSPI,주권,,보통주,500,27203469,,390,390,390,000390,000390
KR7001290006,1290,상상인증권보통주,상상인증권,SANGSANGININVESTMENT&SECURITIES,1988-09-23,KOSPI,주권,,보통주,1000,108337120,,1290,1290,1290,001290,001290
KR7041650003,41650,상신브레이크보통주,상신브레이크,SANGSINBRAKE,2004-10-27,KOSPI,주권,,보통주,500,21471450,,41650,41650,41650,041650,041650
KR7075180000,75180,새론오토모티브,새론오토모티브,SaeronAutomotiveCorporation,2005-10-21,KOSPI,주권,,보통주,500,19200000,,75180,75180,75180,075180,075180
KR7007540008,7540,샘표보통주,샘표,SEMPIO,1976-06-29,KOSPI,주권,,보통주,1000,2875800,,7540,7540,7540,007540,007540
KR7248170003,248170,샘표식품보통주,샘표식품,SEMPIO FOODS,2016-08-09,KOSPI,주권,,보통주,500,4568286,,248170,248170,248170,248170,248170
KR7007860000,7860,서연보통주,서연,SEOYON,1989-09-09,KOSPI,주권,,보통주,500,23479844,,7860,7860,7860,007860,007860
KR7200880003,200880,서연이화보통주,서연이화,SEOYONEHWA,2014-08-08,KOSPI,주권,,보통주,500,27028437,,200880,200880,200880,200880,200880
KR7017390006,17390,서울도시가스보통주,서울가스,SeoulCityGas,1995-08-18,KOSPI,주권,,보통주,5000,5000000,,17390,17390,17390,017390,017390
KR7031210008,31210,서울보증보험보통주,서울보증보험,Seoul Guarantee Insurance Company,2025-03-14,KOSPI,주권,,보통주,2500,69821598,,31210,31210,31210,031210,031210
KR7004411005,4415,서울식품공업1우선주,서울식품우,SeoulFoodInd(1P),1989-05-22,KOSPI,주권,,구형우선주,100,2224500,,4415,4415,4415,004415,004415
KR7004410007,4410,서울식품공업보통주,서울식품,SeoulFoodInd,1973-12-28,KOSPI,주권,,보통주,100,390175136,,4410,4410,4410,004410,004410
KR7021050000,21050,서원보통주,서원,Seowon,1996-01-30,KOSPI,주권,,보통주,500,47474590,,21050,21050,21050,021050,021050
KR7008490005,8490,서흥보통주,서흥,SUHEUNG,1990-03-27,KOSPI,주권,,보통주,500,11569113,,8490,8490,8490,008490,008490
KR7007610009,7610,선도전기보통주,선도전기,SeondoElectric,1989-11-30,KOSPI,주권,,보통주,500,18000000,,7610,7610,7610,007610,007610
KR7002820009,2820,선앤엘보통주,SUN&L,SUN&L,1976-05-22,KOSPI,주권,,보통주,1000,12607989,,2820,2820,2820,002820,002820
KR7136490000,136490,선진보통주,선진,"SUNJIN Co., Ltd",2011-02-16,KOSPI,주권,,보통주,500,23779604,,136490,136490,136490,136490,136490
KR7014911002,14915,성문전자1우선주,성문전자우,SungmoonElectronics(1P),1990-03-24,KOSPI,주권,,구형우선주,500,600000,,14915,14915,14915,014915,014915
KR7014910004,14910,성문전자보통주,성문전자,SungmoonElectronics,1990-03-24,KOSPI,주권,,보통주,500,22460985,,14910,14910,14910,014910,014910
KR7004981007,4985,성신양회1우선주,성신양회우,SungshinCement(1P),1988-12-21,KOSPI,주권,,구형우선주,5000,735645,,4985,4985,4985,004985,004985
KR7004980009,4980,성신양회보통주,성신양회,SungshinCement,1976-06-30,KOSPI,주권,,보통주,5000,24516073,,4980,4980,4980,004980,004980
KR7011300001,11300,성안머티리얼스보통주,성안머티리얼스,SEONG AN Materials,1995-11-10,KOSPI,주권,,보통주,100,155617675,,11300,11300,11300,011300,011300
KR7000180000,180,성창기업지주보통주,성창기업지주,SungchangEnterpriseHoldings,1976-06-02,KOSPI,주권,,보통주,500,69751600,,180,180,180,000180,000180
KR7002420008,2420,세기상사보통주,세기상사,TheCentury,1968-12-27,KOSPI,주권,,보통주,500,5969948,,2420,2420,2420,002420,002420
KR7004361002,4365,세방1우선주,세방우,SEBANG(1P),1989-10-21,KOSPI,주권,,구형우선주,500,3689250,,4365,4365,4365,004365,004365
KR7004360004,4360,세방보통주,세방,SEBANG,1977-05-19,KOSPI,주권,,보통주,500,19115603,,4360,4360,4360,004360,004360
KR7004490009,4490,세방전지보통주,세방전지,SEBANG GLOBAL BATTERY,1987-11-28,KOSPI,주권,,보통주,500,14000000,,4490,4490,4490,004490,004490
KR7001430008,1430,세아베스틸지주보통주,세아베스틸지주,SeAH Besteel Holdings Corporation,1991-03-12,KOSPI,주권,,보통주,5000,35862119,,1430,1430,1430,001430,001430
KR7306200007,306200,세아제강보통주,세아제강,SeAH Steel Corporation,2018-10-05,KOSPI,주권,,보통주,5000,2836300,,306200,306200,306200,306200,306200
KR7003030004,3030,세아제강지주보통주,세아제강지주,SeAH Steel Holdings Corporation,1969-05-13,KOSPI,주권,,보통주,5000,4141657,,3030,3030,3030,003030,003030
KR7019440007,19440,세아특수강보통주,세아특수강,SeAH SPECIAL STEEL,2011-06-01,KOSPI,주권,,보통주,5000,8570000,,19440,19440,19440,019440,019440
KR7058650003,58650,세아홀딩스보통주,세아홀딩스,SeAHHoldings,2001-07-30,KOSPI,주권,,보통주,5000,4000000,,58650,58650,58650,058650,058650
KR7013000005,13000,세우글로벌보통주,세우글로벌,Sewooglobal,1989-09-05,KOSPI,주권,,보통주,500,28705031,,13000,13000,13000,013000,013000
KR7021820006,21820,세원정공보통주,세원정공,SewonPrecisionIndustry,1996-07-03,KOSPI,주권,,보통주,500,10000000,,21820,21820,21820,021820,021820
KR7067830000,67830,세이브존I&C보통주,세이브존I&C,SAVEZONEI&C,2002-07-25,KOSPI,주권,,보통주,1000,41040895,,67830,67830,67830,067830,067830
KR7075580001,75580,세진중공업보통주,세진중공업,"SEJIN HEAVY INDUSTRIES CO., LTD.",2015-11-30,KOSPI,주권,,보통주,500,56849456,,75580,75580,75580,075580,075580
KR7068270008,68270,셀트리온보통주,셀트리온,Celltrion,2018-02-09,KOSPI,주권,,보통주,1000,230960969,,68270,68270,68270,068270,068270
KR733637K010,33637K,솔루스첨단소재1우선주,솔루스첨단소재1우,Solus Advanced Materials(1P),2019-10-18,KOSPI,주권,,구형우선주,100,16908766,,33637K,,0,000000,
KR733637K028,33637L,솔루스첨단소재2우선주(신형),솔루스첨단소재2우B,Solus Advanced Materials(2PB),2019-10-18,KOSPI,주권,,신형우선주,100,3778296,,33637L,,0,000000,
KR7336370002,336370,솔루스첨단소재보통주,솔루스첨단소재,Solus Advanced Materials,2019-10-18,KOSPI,주권,,보통주,100,70217344,,336370,336370,336370,336370,336370
KR7248070005,248070,솔루엠보통주,솔루엠,SOLUM,2021-02-02,KOSPI,주권,,보통주,500,47816236,,248070,248070,248070,248070,248070
KR7004430005,4430,송원산업보통주,송원산업,SongwonIndustrial,1977-06-25,KOSPI,주권,,보통주,500,24000000,,4430,4430,4430,004430,004430
KR7017550005,17550,수산세보틱스보통주,수산세보틱스,SOOSAN CEBOTICS,1991-08-30,KOSPI,주권,,보통주,500,62399130,,17550,17550,17550,017550,017550
KR7126720002,126720,수산인더스트리보통주,수산인더스트리,Soosan Industries,2022-08-01,KOSPI,주권,,보통주,200,14286000,,126720,126720,126720,126720,126720
KR7204210009,204210,스타에스엠자기관리부동산투자회사보통주,스타에스엠리츠,STAR SM Real Estate Investment Trust Incorporated,2016-09-22,KOSPI,부동산투자회사,,보통주,5000,7826815,,204210,204210,204210,204210,204210
KR7026890004,26890,스틱인베스트먼트보통주,스틱인베스트먼트,"STIC Investments, Inc.",1997-11-25,KOSPI,주권,,보통주,500,41678175,,26890,26890,26890,026890,026890
KR7134790005,134790,시디즈보통주,시디즈,"Sidiz,Inc",2011-01-25,KOSPI,주권,,보통주,500,2000000,,134790,134790,134790,134790,134790
KR7000480004,480,시알홀딩스보통주,CR홀딩스,CR Holdings,1978-06-30,KOSPI,주권,,보통주,500,46890490,,480,480,480,000480,000480
KR7462870007,462870,시프트업보통주,시프트업,SHIFT UP,2024-07-11,KOSPI,주권,,보통주,200,58961440,,462870,462870,462870,462870,462870
KR7016590002,16590,신대양제지보통주,신대양제지,ShindaeyangPaper,1995-12-21,KOSPI,주권,,보통주,500,40297820,,16590,16590,16590,016590,016590
KR7029530003,29530,신도리코보통주,신도리코,SINDOH,1996-12-24,KOSPI,주권,,보통주,5000,10080029,,29530,29530,29530,029530,029530
KR7004970000,4970,신라교역보통주,신라교역,Silla,1976-06-30,KOSPI,주권,,보통주,500,16000000,,4970,4970,4970,004970,004970
KR7011930005,11930,신성이엔지보통주,신성이엔지,SHINSUNG E&G,1996-07-31,KOSPI,주권,,보통주,500,205848151,,11930,11930,11930,011930,011930
KR7004170007,4170,신세계보통주,신세계,"Shinsegae Co.,Ltd",1985-08-19,KOSPI,주권,,보통주,5000,9645181,,4170,4170,4170,004170,004170
KR7035510007,35510,신세계아이앤씨 보통주,신세계 I&C,SHINSEGAE INFORMATION & COMMUNICATION Co,2006-05-18,KOSPI,주권,,보통주,500,13980900,,35510,35510,35510,035510,035510
KR7031430002,31430,신세계인터내셔날보통주,신세계인터내셔날,SHINSEGAE INTERNATIONAL,2011-07-14,KOSPI,주권,,보통주,1000,35343000,,31430,31430,31430,031430,031430
KR7031440001,31440,신세계푸드보통주,신세계푸드,SHINSEGAE FOOD,2010-04-29,KOSPI,주권,,보통주,5000,3872480,,31440,31440,31440,031440,031440
KR7006880009,6880,신송홀딩스보통주,신송홀딩스,SINGSONGHOLDINGS,2013-11-21,KOSPI,주권,,보통주,500,11828858,,6880,6880,6880,006880,006880
KR7005800008,5800,신영와코루보통주,신영와코루,ShinyoungWacoal,1976-12-28,KOSPI,주권,,보통주,500,9000000,,5800,5800,5800,005800,005800
KR7001720002,1720,신영증권보통주,신영증권,ShinyoungSecurities,1987-08-24,KOSPI,주권,,보통주,5000,16440000,,1720,1720,1720,001720,001720
KR7009270000,9270,신원보통주,신원,Shinwon,1988-08-24,KOSPI,주권,,보통주,500,114770393,,9270,9270,9270,009270,009270
KR7002700003,2700,신일전자보통주,신일전자,SHINIL ELECTRONICS,1975-09-30,KOSPI,주권,,보통주,500,71047521,,2700,2700,2700,002700,002700
KR7002870004,2870,신풍보통주,신풍,SHINPOONG INC.,1976-06-30,KOSPI,주권,,보통주,500,34958700,,2870,2870,2870,002870,002870
KR7019171008,19175,신풍제약1우선주,신풍제약우,ShinpoongPharmaceutical(1P),1990-01-20,KOSPI,주권,,구형우선주,500,2200000,,19175,19175,19175,019175,019175
KR7019170000,19170,신풍제약보통주,신풍제약,ShinpoongPharmaceutical,1990-01-20,KOSPI,주권,,보통주,500,52984990,,19170,19170,19170,019170,019170
KR7481850006,481850,신한글로벌액티브리츠보통주,신한글로벌액티브리츠,Shinhan Global Active REIT,2024-07-01,KOSPI,부동산투자회사,,보통주,1000,43477664,,481850,481850,481850,481850,481850
KR7055550008,55550,신한금융지주회사보통주,신한지주,"ShinhanFinancialGroup Co.,Ltd.",2001-09-10,KOSPI,주권,,보통주,5000,485494934,,55550,55550,55550,055550,055550
KR7404990004,404990,신한서부티엔디리츠보통주,신한서부티엔디리츠,SHINHAN SEOBU T&D REIT,2021-12-10,KOSPI,부동산투자회사,,보통주,1000,59104308,,404990,404990,404990,404990,404990
KR7293940003,293940,신한알파리츠보통주,신한알파리츠,Shinhan Alpha REIT,2018-08-08,KOSPI,부동산투자회사,,보통주,1000,120940123,,293940,293940,293940,293940,293940
KR7004080008,4080,신흥보통주,신흥,Shinhung,1991-02-08,KOSPI,주권,,보통주,500,9500000,,4080,4080,4080,004080,004080
KR7004770004,4770,써니전자보통주,써니전자,SunnyElectronics,1987-04-22,KOSPI,주권,,보통주,500,35507438,,4770,4770,4770,004770,004770
KR7403550007,403550,쏘카보통주,쏘카,SOCAR,2022-08-22,KOSPI,주권,,보통주,100,32841902,,403550,403550,403550,403550,403550
KR7004920005,4920,씨아이테크보통주,씨아이테크,CITECH,1989-11-30,KOSPI,주권,,보통주,500,52179872,,4920,4920,4920,004920,004920
KR7112610001,112610,씨에스윈드보통주,씨에스윈드,CS Wind Corporation,2014-11-27,KOSPI,주권,,보통주,500,42171403,,112610,112610,112610,112610,112610
KR7000120006,120,씨제이대한통운보통주,CJ대한통운,CJ LOGISTICS,1956-07-02,KOSPI,주권,,보통주,5000,22812344,,120,120,120,000120,000120
KR7079160008,79160,씨제이씨지브이 보통주,CJ CGV,CJ CGV,2004-12-24,KOSPI,주권,,보통주,500,165581556,,79160,79160,79160,079160,079160
KR7097951008,97955,씨제이제일제당 주식회사 1우선주,CJ제일제당 우,CJ CheilJedang Corp(1P),2007-09-28,KOSPI,주권,,구형우선주,5000,1327433,,97955,97955,97955,097955,097955
KR7097950000,97950,씨제이제일제당 주식회사 보통주,CJ제일제당,CJ CheilJedang Corp,2007-09-28,KOSPI,주권,,보통주,5000,15054186,,97950,97950,97950,097950,097950
KR7480370006,480370,씨케이솔루션보통주,씨케이솔루션,CK Solution,2025-03-17,KOSPI,주권,,보통주,100,10934861,,480370,480370,480370,480370,480370
KR7308170000,308170,씨티알모빌리티보통주,씨티알모빌리티,"CTR Mobility Co.,Ltd.",2019-11-25,KOSPI,주권,,보통주,500,8610000,,308170,308170,308170,308170,308170
KR7008700007,8700,아남전자보통주,아남전자,AnamElectronics,1984-08-11,KOSPI,주권,,보통주,500,77124820,,8700,8700,8700,008700,008700
KR7090431008,90435,아모레퍼시픽 1우선주,아모레퍼시픽우,AMOREPACIFIC CORPORATION(1P),2006-06-29,KOSPI,주권,,구형우선주,500,10557830,,90435,90435,90435,090435,090435
KR7090430000,90430,아모레퍼시픽 보통주,아모레퍼시픽,AMOREPACIFIC CORPORATION,2006-06-29,KOSPI,주권,,보통주,500,58492759,,90430,90430,90430,090430,090430
KR7002791002,2795,아모레퍼시픽홀딩스1우선주,아모레퍼시픽홀딩스우,AMOREPACIFIC Holdings(1P),1989-06-30,KOSPI,주권,,구형우선주,500,6443770,,2795,2795,2795,002795,002795
KR700279K010,00279K,아모레퍼시픽홀딩스3우선주(전환),아모레퍼시픽홀딩스3우C,AMOREPACIFIC Holdings(3PC),2019-12-26,KOSPI,주권,,신형우선주,500,7092200,,00279K,,0,000000,
