표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수,,,,,,corp_code
KR7003350006,3350,한국화장품제조보통주,한국화장품제조,HankookCosmeticsManufacturing,1978-02-06,KOSPI,주권,,보통주,500,4532000,,3350,3350,3350,003350,003350
KR7011500006,11500,한농화성보통주,한농화성,HANNONGCHEMICALSINC.,2003-01-09,KOSPI,주권,,보통주,500,15637042,,11500,11500,11500,011500,011500
KR7002390003,2390,한독보통주,한독,HANDOK Inc.,1976-06-30,KOSPI,주권,,보통주,500,13763533,,2390,2390,2390,002390,002390
KR7053690004,53690,한미글로벌건축사사무소보통주,한미글로벌,"HanmiGlobal Co., Ltd",2009-06-23,KOSPI,주권,,보통주,500,10957550,,53690,53690,53690,053690,053690
KR7042700005,42700,한미반도체보통주,한미반도체,"HANMISemiconductorCO.,Ltd.",2005-07-22,KOSPI,주권,,보통주,100,95312200,,42700,42700,42700,042700,042700
KR7008930000,8930,한미사이언스보통주,한미사이언스,Hanmi Science,1988-06-20,KOSPI,주권,,보통주,500,68391550,,8930,8930,8930,008930,008930
KR7128940004,128940,한미약품보통주,한미약품,HanmiPharm,2010-07-30,KOSPI,주권,,보통주,2500,12810991,,128940,128940,128940,128940,128940
KR7009240003,9240,한샘보통주,한샘,"HANSSEM CO.,LTD.",2002-07-16,KOSPI,주권,,보통주,1000,23533928,,9240,9240,9240,009240,009240
KR7020000006,20000,한섬보통주,한섬,HandsomeCorporation,1996-07-03,KOSPI,주권,,보통주,500,22437747,,20000,20000,20000,020000,020000
KR7003680006,3680,한성기업보통주,한성기업,HansungEnterprise,1989-01-26,KOSPI,주권,,보통주,5000,6209515,,3680,3680,3680,003680,003680
KR7105630008,105630,한세실업보통주,한세실업,HANSAE,2009-03-20,KOSPI,주권,,보통주,500,40000000,,105630,105630,105630,105630,105630
KR7069640001,69640,한세엠케이보통주,한세엠케이,HANSAEMK,2011-06-21,KOSPI,주권,,보통주,500,44806502,,69640,69640,69640,069640,069640
KR7016450009,16450,한세예스24홀딩스보통주,한세예스24홀딩스,HansaeYes24Holdings,2000-01-06,KOSPI,주권,,보통주,500,40000000,,16450,16450,16450,016450,016450
KR7009180001,9180,한솔로지스틱스보통주,한솔로지스틱스,Hansol Logistics,1989-11-13,KOSPI,주권,,보통주,500,28155825,,9180,9180,9180,009180,009180
KR7213500002,213500,한솔제지보통주,한솔제지,"Hansol Paper Co., Ltd.",2015-01-26,KOSPI,주권,,보통주,5000,23800576,,213500,213500,213500,213500,213500
KR7014680003,14680,한솔케미칼보통주,한솔케미칼,HansolChemical,1989-05-20,KOSPI,주권,,보통주,5000,11335195,,14680,14680,14680,014680,014680
KR7004710000,4710,한솔테크닉스보통주,한솔테크닉스,HansolTechnics,1988-07-06,KOSPI,주권,,보통주,1000,32109878,,4710,4710,4710,004710,004710
KR7004150009,4150,한솔홀딩스보통주,한솔홀딩스,Hansol Holdings,1972-05-17,KOSPI,주권,,보통주,1000,41026620,,4150,4150,4150,004150,004150
KR7025750001,25750,한솔홈데코보통주,한솔홈데코,HansolHomeDeco,2003-11-04,KOSPI,주권,,보통주,1000,80565149,,25750,25750,25750,025750,025750
KR7004960001,4960,한신공영보통주,한신공영,HanshinConstruction,1976-07-07,KOSPI,주권,,보통주,5000,11570702,,4960,4960,4960,004960,004960
KR7011700002,11700,한신기계공업보통주,한신기계,HanshinMachinery,1987-07-24,KOSPI,주권,,보통주,500,32446151,,11700,11700,11700,011700,011700
KR7001751007,1755,한양증권1우선주,한양증권우,HanyangSecurities(1P),1989-10-24,KOSPI,주권,,구형우선주,5000,525000,,1755,1755,1755,001755,001755
KR7001750009,1750,한양증권보통주,한양증권,HanyangSecurities,1988-03-04,KOSPI,주권,,보통주,5000,12728534,,1750,1750,1750,001750,001750
KR7018880005,18880,한온시스템보통주,한온시스템,Hanon Systems,1996-07-31,KOSPI,주권,,보통주,100,1026262552,,18880,18880,18880,018880,018880
KR7009420001,9420,한올바이오파마보통주,한올바이오파마,"HANALL BIOPHARMA CO.,LTD",1989-12-18,KOSPI,주권,,보통주,500,52240638,,9420,9420,9420,009420,009420
KR7014130009,14130,한익스프레스보통주,한익스프레스,HanExpress,1989-07-25,KOSPI,주권,,보통주,500,12000000,,14130,14130,14130,014130,014130
KR7300720000,300720,한일시멘트보통주,한일시멘트,HANILCEMENT,2018-08-06,KOSPI,주권,,보통주,500,73545209,,300720,300720,300720,300720,300720
KR7002220002,2220,한일철강보통주,한일철강,HanilIron&Steel,1988-10-07,KOSPI,주권,,보통주,500,26697460,,2220,2220,2220,002220,002220
KR7003300001,3300,한일홀딩스보통주,한일홀딩스,HANILHOLDINGS,1969-11-20,KOSPI,주권,,보통주,1000,30832884,,3300,3300,3300,003300,003300
KR7051600005,51600,한전KPS 보통주,한전KPS,KEPCO Plant Service & Engineering,2007-12-14,KOSPI,주권,,보통주,200,45000000,,51600,51600,51600,051600,051600
KR7130660004,130660,한전산업개발보통주,한전산업,Korea Electric Power Industrial Development,2010-12-16,KOSPI,주권,,보통주,500,32600000,,130660,130660,130660,130660,130660
KR7002320000,2320,한진보통주,한진,HANJIN Logistics Corporation,1974-08-12,KOSPI,주권,,보통주,5000,15235010,,2320,2320,2320,002320,002320
KR7003480001,3480,한진중공업홀딩스보통주,한진중공업홀딩스,HanjinHeavyInd&ConstHoldings,1956-03-03,KOSPI,주권,,보통주,5000,29529812,,3480,3480,3480,003480,003480
KR718064K016,18064K,한진칼1우선주,한진칼우,HANJINKAL(1P),2013-09-16,KOSPI,주권,,종류주권,2500,536766,,18064K,,0,000000,
KR7180640005,180640,한진칼보통주,한진칼,HANJINKAL,2013-09-16,KOSPI,주권,,보통주,2500,66762279,,180640,180640,180640,180640,180640
KR7005110002,5110,한창보통주,한창,Hanchang,1976-06-01,KOSPI,주권,,보통주,500,21106407,,5110,5110,5110,005110,005110
KR7009460007,9460,한창제지보통주,한창제지,HanchangPaper,1987-12-23,KOSPI,주권,,보통주,500,59667486,,9460,9460,9460,009460,009460
KR7372910000,372910,한컴라이프케어보통주,한컴라이프케어,Hancom Lifecare,2021-08-17,KOSPI,주권,,보통주,200,27674406,,372910,372910,372910,372910,372910
KR700088K015,00088K,한화3우선주(신형),한화3우B,HANWHA(3PB),2016-10-19,KOSPI,주권,,신형우선주,5000,19404441,,00088K,,0,000000,
KR745226K018,45226K,한화갤러리아1우선주,한화갤러리아우,HANWHA GALLERIA(1P),2023-03-31,KOSPI,주권,,종류주권,500,2904470,,45226K,,0,000000,
KR7452260003,452260,한화갤러리아보통주,한화갤러리아,HANWHA GALLERIA,2023-03-31,KOSPI,주권,,보통주,500,193859610,,452260,452260,452260,452260,452260
KR7451800007,451800,한화리츠보통주,한화리츠,Hanwha REIT,2023-03-27,KOSPI,부동산투자회사,,보통주,500,179600000,,451800,451800,451800,451800,451800
KR7000880005,880,한화보통주,한화,Hanwha,1976-06-24,KOSPI,주권,,보통주,5000,74958735,,880,880,880,000880,000880
KR7489790006,489790,한화비전보통주,한화비전,Hanwha Vision,2024-09-27,KOSPI,주권,,보통주,500,50488390,,489790,489790,489790,489790,489790
KR7088350004,88350,한화생명보험보통주,한화생명,HANWHA LIFE INSURANCE,2010-03-17,KOSPI,주권,,보통주,5000,868530000,,88350,88350,88350,088350,088350
KR7000370007,370,한화손해보험보통주,한화손해보험,"Hanwha General Insurance Co.,Ltd.",1975-06-30,KOSPI,주권,,보통주,5000,116738915,,370,370,370,000370,000370
KR7009831009,9835,한화솔루션1우선주,한화솔루션우,HANWHA SOLUTIONS(1P),1989-11-21,KOSPI,주권,,구형우선주,5000,2575349,,9835,9835,9835,009835,009835
KR7009830001,9830,한화솔루션보통주,한화솔루션,HANWHA SOLUTIONS,1974-06-19,KOSPI,주권,,보통주,5000,171892536,,9830,9830,9830,009830,009830
KR7272210006,272210,한화시스템보통주,한화시스템,HANWHA SYSTEMS,2019-11-13,KOSPI,주권,,보통주,5000,188919389,,272210,272210,272210,272210,272210
KR7012450003,12450,한화에어로스페이스보통주,한화에어로스페이스,HANWHA AEROSPACE,1987-05-27,KOSPI,주권,,보통주,5000,51563401,,12450,12450,12450,012450,012450
KR7082740002,82740,한화엔진보통주,한화엔진,Hanwha Engine,2011-01-04,KOSPI,주권,,보통주,1000,83447142,,82740,82740,82740,082740,082740
KR7042660001,42660,한화오션보통주,한화오션,Hanwha Ocean,2001-02-02,KOSPI,주권,,보통주,5000,306413394,,42660,42660,42660,042660,042660
KR7003531001,3535,한화투자증권1우선주,한화투자증권우,HANWHA INVESTMENT & SECURITIES(1P),1989-05-06,KOSPI,주권,,구형우선주,5000,4800000,,3535,3535,3535,003535,003535
KR7003530003,3530,한화투자증권보통주,한화투자증권,HANWHA INVESTMENT & SECURITIES,1986-11-25,KOSPI,주권,,보통주,5000,214547775,,3530,3530,3530,003530,003530
KR7195870001,195870,해성디에스보통주,해성디에스,HAESUNG DS,2016-06-24,KOSPI,주권,,보통주,5000,17000000,,195870,195870,195870,195870,195870
KR7101530004,101530,해태제과식품주식회사,해태제과식품,"Haitai Confectionery and Foods Co., Ltd.",2016-05-11,KOSPI,주권,,보통주,500,29116822,,101530,101530,101530,101530,101530
KR7143210003,143210,핸즈코퍼레이션보통주,핸즈코퍼레이션,HANDS CORPORATION,2016-12-02,KOSPI,주권,,보통주,500,21875747,,143210,143210,143210,143210,143210
KR7000721001,725,현대건설1우선주,현대건설우,HyundaiEngineering&Construction(1P),1989-09-21,KOSPI,주권,,구형우선주,5000,1054693,,725,725,725,000725,000725
KR7000720003,720,현대건설보통주,현대건설,HyundaiEngineering&Construction,1984-12-22,KOSPI,주권,,보통주,5000,111355765,,720,720,720,000720,000720
KR7453340002,453340,현대그린푸드보통주,현대그린푸드,HYUNDAI GREEN FOOD,2023-04-10,KOSPI,주권,,보통주,500,32819346,,453340,453340,453340,453340,453340
KR7086280005,86280,현대글로비스보통주,현대글로비스,"HYUNDAIGLOVIS Co.,LTD",2005-12-26,KOSPI,주권,,보통주,500,75000000,,86280,86280,86280,086280,086280
KR7064350002,64350,현대로템보통주,현대로템,HYUNDAI ROTEM,2013-10-30,KOSPI,주권,,보통주,5000,109142293,,64350,64350,64350,064350,064350
KR7079430005,79430,현대리바트보통주,현대리바트,HYUNDAILIVART,2005-11-22,KOSPI,주권,,보통주,1000,20535282,,79430,79430,79430,079430,079430
KR7012330007,12330,현대모비스보통주,현대모비스,HyundaiMobis,1989-09-05,KOSPI,주권,,보통주,5000,90732583,,12330,12330,12330,012330,012330
KR7069960003,69960,현대백화점보통주,현대백화점,"HYUNDAIDEPARTMENTSTORECO.,LTD",2002-11-25,KOSPI,주권,,보통주,5000,22628813,,69960,69960,69960,069960,069960
KR7004560009,4560,현대비앤지스틸보통주,현대비앤지스틸,HYUNDAI BNG STEEL,1987-03-24,KOSPI,주권,,보통주,5000,15078811,,4560,4560,4560,004560,004560
KR7004310009,4310,현대약품보통주,현대약품,Hyundai pharm,1978-06-28,KOSPI,주권,,보통주,500,32000000,,4310,4310,4310,004310,004310
KR7017800004,17800,현대엘리베이터보통주,현대엘리베이터,Hyundai Elevator,1996-07-03,KOSPI,주권,,보통주,5000,39092385,,17800,17800,17800,017800,017800
KR7307950006,307950,현대오토에버보통주,현대오토에버,HyundaiAutoever,2019-03-28,KOSPI,주권,,보통주,500,27423982,,307950,307950,307950,307950,307950
KR7011210002,11210,현대위아보통주,현대위아,HYUNDAI WIA,2011-02-21,KOSPI,주권,,보통주,5000,27195083,,11210,11210,11210,011210,011210
KR7005381009,5385,현대자동차1우선주,현대차우,HyundaiMotor(1P),1989-09-11,KOSPI,주권,,구형우선주,5000,23340960,,5385,5385,5385,005385,005385
KR7005382007,5387,현대자동차2우선주(신형),현대차2우B,HyundaiMotor(2PB),1998-12-02,KOSPI,주권,,신형우선주,5000,34963930,,5387,5387,5387,005387,005387
KR7005383005,5389,현대자동차3우선주(신형),현대차3우B,HyundaiMotor(3PB),1999-04-15,KOSPI,주권,,신형우선주,5000,2327452,,5389,5389,5389,005389,005389
KR7005380001,5380,현대자동차보통주,현대차,HyundaiMotor,1974-06-28,KOSPI,주권,,보통주,5000,204757766,,5380,5380,5380,005380,005380
KR7004020004,4020,현대제철 보통주,현대제철,HYUNDAI STEEL,1987-05-23,KOSPI,주권,,보통주,5000,133445785,,4020,4020,4020,004020,004020
KR7005440003,5440,현대지에프홀딩스보통주,현대지에프홀딩스,HYUNDAI G.F. HOLDINGS,1989-08-22,KOSPI,주권,,보통주,500,155904301,,5440,5440,5440,005440,005440
KR7001500008,1500,현대차증권보통주,현대차증권,HYUNDAI MOTOR SECURITIES,1990-06-09,KOSPI,주권,,보통주,5000,61833044,,1500,1500,1500,001500,001500
KR7011760006,11760,현대코퍼레이션보통주,현대코퍼레이션,HYUNDAI CORPORATION,1977-12-01,KOSPI,주권,,보통주,5000,13228966,,11760,11760,11760,011760,011760
KR7227840006,227840,현대코퍼레이션홀딩스보통주,현대코퍼레이션홀딩스,HYUNDAI CORPORATION HOLDINGS,2015-10-23,KOSPI,주권,,보통주,5000,9100836,,227840,227840,227840,227840,227840
KR7126560002,126560,현대퓨처넷보통주,현대퓨처넷,Hyundai Futurenet,2010-12-23,KOSPI,주권,,보통주,500,110202945,,126560,126560,126560,126560,126560
KR7001450006,1450,현대해상화재보험보통주,현대해상,"Hyundai MARINE & FIRE INSURANCE CO.,LTD",1989-08-25,KOSPI,주권,,보통주,500,89400000,,1450,1450,1450,001450,001450
KR7057050007,57050,현대홈쇼핑보통주,현대홈쇼핑,HYUNDAI HOME SHOPPING NETWORK CORPORATION,2010-09-13,KOSPI,주권,,보통주,5000,12000000,,57050,57050,57050,057050,057050
KR7093240000,93240,형지엘리트보통주,형지엘리트,HYUNGJI ELITE,2009-09-28,KOSPI,주권,,보통주,500,38390259,,93240,93240,93240,093240,093240
KR7003010006,3010,혜인보통주,혜인,HaeinCorporation,1988-09-20,KOSPI,주권,,보통주,500,12712747,,3010,3010,3010,003010,003010
KR7111110003,111110,호전실업보통주,호전실업,Hojeon,2017-02-02,KOSPI,주권,,보통주,500,9376000,,111110,111110,111110,111110,111110
KR7008771008,8775,호텔신라1우선주,호텔신라우,HotelShilla(1P),1991-08-09,KOSPI,주권,,구형우선주,5000,751879,,8775,8775,8775,008775,008775
KR7008770000,8770,호텔신라보통주,호텔신라,HotelShilla,1991-03-12,KOSPI,주권,,보통주,5000,39248121,,8770,8770,8770,008770,008770
KR7378850002,378850,화승알앤에이보통주,화승알앤에이,"HWASEUNG R&A CO., LTD.",2021-03-15,KOSPI,주권,,보통주,500,18993623,,378850,378850,378850,378850,378850
KR7241590009,241590,화승엔터프라이즈보통주,화승엔터프라이즈,HWASEUNG ENTERPRISE,2016-10-04,KOSPI,주권,,보통주,500,60589276,,241590,241590,241590,241590,241590
KR7006060008,6060,화승인더스트리보통주,화승인더,HSIndustries,1991-02-04,KOSPI,주권,,보통주,500,55320000,,6060,6060,6060,006060,006060
KR7013520002,13520,화승코퍼레이션보통주,화승코퍼레이션,Hwaseung Corporation,1991-02-22,KOSPI,주권,,보통주,500,50051252,,13520,13520,13520,013520,013520
KR7010690006,10690,화신보통주,화신,Hwashin,1994-01-14,KOSPI,주권,,보통주,500,34920410,,10690,10690,10690,010690,010690
KR7133820001,133820,화인베스틸보통주,화인베스틸,FINEBESTEEL,2014-07-22,KOSPI,주권,,보통주,500,37114502,,133820,133820,133820,133820,133820
KR7010660009,10660,화천기계보통주,화천기계,HWACHEON MACHINERY,1988-12-12,KOSPI,주권,,보통주,500,22000000,,10660,10660,10660,010660,010660
KR7000850008,850,화천기공보통주,화천기공,HwacheonMachineTool,1999-11-18,KOSPI,주권,,보통주,5000,2200000,,850,850,850,000850,000850
KR7016580003,16580,환인제약보통주,환인제약,WhaninPharm,1996-07-03,KOSPI,주권,,보통주,500,18600070,,16580,16580,16580,016580,016580
KR7032560005,32560,황금에스티보통주,황금에스티,Hwang Kum Steel & Technology,2009-10-29,KOSPI,주권,,보통주,500,17000000,,32560,32560,32560,032560,032560
KR7004800009,4800,효성보통주,효성,Hyosung,1973-06-30,KOSPI,주권,,보통주,5000,16740407,,4800,4800,4800,004800,004800
KR7094280005,94280,효성아이티엑스 보통주,효성ITX,"HYOSUNG ITX Co., Ltd.",2007-10-25,KOSPI,주권,,보통주,500,11558200,,94280,94280,94280,094280,094280
KR7298040007,298040,효성중공업보통주,효성중공업,HYOSUNG HEAVY INDUSTRIES,2018-07-13,KOSPI,주권,,보통주,5000,9324548,,298040,298040,298040,298040,298040
KR7298020009,298020,효성티앤씨보통주,효성티앤씨,HYOSUNG TNC,2018-07-13,KOSPI,주권,,보통주,5000,4327682,,298020,298020,298020,298020,298020
KR7298000001,298000,효성화학보통주,효성화학,HYOSUNG CHEMICAL,2018-07-13,KOSPI,주권,,보통주,5000,3791811,,298000,298000,298000,298000,298000
KR7093370005,93370,후성 보통주,후성,"FOOSUNG CO.,LTD",2006-12-22,KOSPI,주권,,보통주,500,107255330,,93370,93370,93370,093370,093370
KR7005870001,5870,휴니드테크놀러지스보통주,휴니드,HuneedTechnologies,1991-09-03,KOSPI,주권,,보통주,5000,14116015,,5870,5870,5870,005870,005870
KR7079980009,79980,휴비스보통주,휴비스,HUVIS,2012-02-23,KOSPI,주권,,보통주,5000,34500000,,79980,79980,79980,079980,079980
KR7005010004,5010,휴스틸보통주,휴스틸,HUSTEEL,1973-06-29,KOSPI,주권,,보통주,1000,56188075,,5010,5010,5010,005010,005010
KR7000541003,545,흥국화재해상보험1우선주,흥국화재우,HeungkukFire&MarineIns(1P),1990-03-20,KOSPI,주권,,구형우선주,5000,768000,,545,545,545,000545,000545
KR7000540005,540,흥국화재해상보험보통주,흥국화재,HeungkukFire&MarineInsurance,1974-12-05,KOSPI,주권,,보통주,5000,64242645,,540,540,540,000540,000540
KR7003280005,3280,흥아해운보통주,흥아해운,HeungaShipping,1976-06-29,KOSPI,주권,,보통주,500,240424899,,3280,3280,3280,003280,003280
